Time_Now,Blanking_Util,Blanking_SKU1_Queue,Blanking_SKU2_Queue,Blanking_SKU3_Queue,Blanking_SKU4_Queue,Press1_Util,Press2_Util,Press3_Util,Press4_Util,Press1_Queue,Press2_Queue,Press3_Queue,Press4_Queue,Cell1_Util,Cell2_Util,Cell3_Util,Cell4_Util,Cell1_Queue,Cell2_Queue,Cell3_Queue,Cell4_Queue,Warehouse1_Queue,Warehouse_2_Queue,Warehouse_3_Queue,Warehouse_4_Queue,c_Cycle1,c_Cycle2,c_Cycle3,c_Cycle4,c_Cell1_SKU1,c_Cell1__SKU2,c_Cell1__SKU3,c_Cell1__SKU4,c_Cell2__SKU1,c_Cell2__SKU2,c_Cell2__SKU3,c_Cell2__SKU4,c_Cell3__SKU1,c_Cell3__SKU2,c_Cell3__SKU3,c_Cell3__SKU4,c_Cell4__SKU1,c_Cell4__SKU2,c_Cell4__SKU3,c_Cell4__SKU4,Paint1_Util,Paint2_Util,Quality_Util,Paint1_Queue,Paint2_Queue,Quality_Queue,Forklift_Util,Forklift_Blanking_Queue,Forklift_Press_Queue,Forklift_Assembly_Queue,c_TotalProducts,SKU1_VA_Time,SKU1_NVA_Time,SKU1_Transport_Time,SKU1_Wait_Time,SKU1_Other_Time,SKU2_VA_Time,SKU2_NVA_Time,SKU2_Transport_Time,SKU2_Wait_Time,SKU2_Other_Time,SKU3_VA_Time,SKU3_NVA_Time,SKU3_Transport_Time,SKU3_Wait_Time,SKU3_Other_Time,SKU4_VA_Time,SKU4_NVA_Time,SKU4_Transport_Time,SKU4_Wait_Time,SKU4_Other_Time,Blanking_Queue
24,0.850631,0.043071,0.045676,0.043632,0.046307,0.394959,0.438278,0.476245,0.424482,56.08946,71.203316,59.52956,53.668728,0.831685,0.699827,0.698779,0.848569,0,0,0,0,111.662555,18.72315,83.730931,66.329825,21961,15868,15943,39228,13547,11191,0,4014,0,2928,0,4530,0,930,4642,0,0,0,11553,5930,0.479371,0.504408,0.435449,0,0,46.322677,0.616677,149.615534,135.495185,132.52171,54735,1.525583,0,0.53571,0.602434,0,1.522814,0,0.536693,0.423729,0,1.52509,0,0.534708,0.488528,0,1.523395,0,0.534099,0.447092,0,61.02
24,0.853646,0.05781,0.050133,0.038195,0.038741,0.498195,0.452853,0.429035,0.367284,92.687631,62.909216,46.82883,41.548742,0.903761,0.644004,0.66732,0.824646,0,0,0,0,318.292029,18.578525,55.148996,54.872727,27427,16477,14585,37195,16904,11467,0,1763,0,3015,0,3884,0,1167,4253,0,0,0,10571,6651,0.48459,0.502838,0.434959,0,0,49.914514,0.578829,163.338019,142.584206,144.23392,54678,1.52557,0,0.537467,0.881502,0,1.522813,0,0.53465,0.414477,0,1.525026,0,0.53414,0.448165,0,1.52342,0,0.533692,0.438367,0,63.65307
24,0.87032,0.040426,0.053003,0.055312,0.039726,0.409361,0.489133,0.568766,0.365787,68.2123,83.715988,112.95698,43.608948,0.875991,0.725286,0.804276,0.867716,0,0,0,0,124.880621,21.966879,203.573643,129.840301,22918,18324,19484,40426,13110,12893,0,4958,0,3351,0,4415,0,657,5614,0,0,0,14042,3051,0.511312,0.524422,0.458642,0,0,48.455481,0.628838,158.273772,138.385287,139.19952,57610,1.525564,0,0.53687,0.623081,0,1.522779,0,0.536145,0.429233,0,1.524999,0,0.536549,0.663593,0,1.523312,0,0.536333,0.583779,0,73.431979
24,0.851388,0.038741,0.062198,0.047611,0.043751,0.395279,0.535001,0.416816,0.392707,50.871631,81.400399,55.258397,38.11115,0.847569,0.669871,0.666619,0.807483,0,0,0,0,132.123557,23.685628,80.593305,49.368463,24697,19351,13978,36874,13354,13511,0,2896,0,3533,0,3691,0,1441,4068,0,0,0,10136,6804,0.485333,0.50249,0.437252,0,0,48.566167,0.607323,149.830157,141.977016,139.040769,54896,1.525571,0,0.536267,0.643285,0,1.522815,0,0.537522,0.429967,0,1.52502,0,0.536494,0.507453,0,1.523458,0,0.536458,0.414639,0,61.583288
24,0.84189,0.049935,0.046148,0.036879,0.056426,0.449772,0.390653,0.397808,0.459336,73.338321,49.650531,42.536881,47.123694,0.854461,0.715514,0.617974,0.797135,0,0,0,0,174.819102,16.206777,56.173693,75.249145,23255,13992,13131,42873,15528,9702,0,3340,0,2562,0,5012,0,1239,3834,0,0,0,9507,7394,0.468583,0.493582,0.425603,0,0,46.385053,0.597439,150.512674,136.867468,135.080791,53488,1.525589,0,0.53491,0.69686,0,1.522819,0,0.538728,0.40646,0,1.525128,0,0.5373,0.441618,0,1.52346,0,0.536664,0.442038,0,57.41401
24,0.838517,0.048565,0.04038,0.042519,0.049112,0.441709,0.363537,0.426434,0.443471,71.945637,49.578868,48.589496,45.21673,0.847039,0.661754,0.644786,0.79565,0,0,0,0,156.857787,16.022128,70.455273,68.990197,21911,12879,14500,38931,14944,8985,0,4531,0,2382,0,4623,0,940,4231,0,0,0,10508,6001,0.463206,0.48337,0.418236,0,0,45.29719,0.600837,150.485828,138.514493,134.682114,52550,1.525644,0,0.53841,0.697143,0,1.522906,0,0.536389,0.423672,0,1.525091,0,0.535483,0.45867,0,1.523451,0,0.537054,0.429654,0,54.262474
24,0.858667,0.045807,0.044988,0.041622,0.050613,0.424699,0.423063,0.459074,0.461465,69.793704,61.783512,53.743496,56.443756,0.864965,0.732136,0.703294,0.83557,0,0,0,0,123.440809,18.28518,61.9974,76.839751,22908,15178,15660,43082,14260,10583,0,4856,0,2764,0,5003,0,1133,4545,0,0,0,11317,5923,0.494674,0.509304,0.444086,0,0,48.566908,0.629362,156.197161,138.074217,138.050368,55822,1.525646,0,0.53982,0.646302,0,1.522801,0,0.53931,0.422281,0,1.525026,0,0.537539,0.436771,0,1.523352,0,0.537725,0.45785,0,65.878033
24,0.84996,0.060124,0.036382,0.048881,0.050355,0.488878,0.374901,0.452034,0.418851,79.802324,49.712628,60.99774,47.878146,0.888528,0.684703,0.682811,0.825963,0,0,0,0,168.295324,16.316726,82.00603,63.500005,24756,13535,15248,37982,16493,9423,0,3550,0,2479,0,4772,0,1050,4445,0,0,0,11046,6043,0.480845,0.504621,0.43597,0,0,47.880567,0.599533,158.675391,143.854365,142.378573,54796,1.525696,0,0.535192,0.679192,0,1.522831,0,0.535208,0.429105,0,1.524978,0,0.535469,0.498286,0,1.523362,0,0.535301,0.444414,0,61.320498
24,0.849047,0.035434,0.05638,0.048643,0.056044,0.377944,0.471055,0.421104,0.449192,53.021926,75.279392,55.21485,67.513754,0.846205,0.653489,0.651734,0.779211,0,0,0,0,113.242089,20.899023,59.996171,58.837547,20663,16864,13831,37048,12650,11810,0,5378,0,3085,0,3921,0,1325,4032,0,0,0,10035,6225,0.480259,0.492791,0.432808,0,0,46.362914,0.615155,154.885148,140.01806,136.643551,54344,1.525628,0,0.533203,0.603805,0,1.522882,0,0.536734,0.440844,0,1.52508,0,0.534692,0.456919,0,1.523344,0,0.534684,0.446886,0,60.327916
24,0.847258,0.045617,0.058113,0.054305,0.037235,0.431338,0.460723,0.396476,0.432306,69.498083,60.534485,41.142195,51.116207,0.864555,0.677818,0.614721,0.7961,0,0,0,0,174.114996,19.905865,45.450603,59.89337,23727,16668,13238,37229,14645,11724,0,3265,0,3092,0,4162,0,1106,3896,0,0,0,9649,7173,0.474857,0.495131,0.427191,0,0,47.272098,0.595577,154.456942,138.953219,139.231307,53676,1.525542,0,0.536911,0.68108,0,1.522913,0,0.534419,0.431762,0,1.525139,0,0.536169,0.422317,0,1.52334,0,0.533271,0.421445,0,59.181529
24,0.850913,0.039799,0.061141,0.044906,0.043313,0.409409,0.464624,0.45111,0.409028,61.707809,61.467201,48.703737,46.295785,0.852326,0.681978,0.674498,0.813972,0,0,0,0,138.163445,20.589336,63.002871,66.959306,22337,16900,15106,37485,13746,11904,0,3932,0,3104,0,4193,0,998,4417,0,0,0,10971,5839,0.480428,0.499182,0.43262,0,0,47.743462,0.606026,148.338766,144.077891,138.106678,54309,1.525613,0,0.539327,0.64216,0,1.522908,0,0.535951,0.421165,0,1.525032,0,0.538716,0.450993,0,1.523405,0,0.535951,0.43752,0,62.385331
24,0.849338,0.04638,0.050248,0.046235,0.047474,0.450147,0.465284,0.366563,0.442232,68.37148,66.125284,34.958779,53.162788,0.874793,0.684595,0.588057,0.776452,0,0,0,0,211.490156,19.530489,43.700032,64.10181,24805,16630,12266,38849,15188,11599,0,2989,0,3037,0,4278,0,1275,3587,0,0,0,8960,7607,0.476217,0.495406,0.432337,0,0,48.127784,0.60036,158.56884,140.69089,137.889313,54350,1.525564,0,0.535708,0.754767,0,1.522869,0,0.538202,0.41862,0,1.525109,0,0.537532,0.415767,0,1.523359,0,0.536599,0.439929,0,60.057046
24,0.856018,0.045808,0.044048,0.05451,0.044807,0.433554,0.470408,0.430932,0.431045,73.405254,73.321946,49.513267,54.626804,0.877029,0.735735,0.665203,0.807494,0,0,0,0,189.630947,21.76355,59.518902,73.135446,25132,16925,14642,40685,14762,11760,0,3569,0,3076,0,4764,0,1124,4264,0,0,0,10628,6140,0.491099,0.508814,0.443033,0,0,48.821138,0.604477,158.879796,141.844469,136.571315,55673,1.525557,0,0.533255,0.74974,0,1.522814,0,0.534464,0.434356,0,1.525087,0,0.534686,0.436632,0,1.523327,0,0.531206,0.457429,0,63.842933
24,0.85859,0.04998,0.055286,0.045903,0.040089,0.452837,0.580127,0.368303,0.373046,77.012959,104.980092,37.666625,36.902988,0.91447,0.713063,0.629021,0.757018,0,0,0,0,315.501335,26.768391,42.550144,68.806305,28747,20978,12465,39207,15224,14527,0,1968,0,3790,0,3904,0,1659,3644,0,0,0,9085,6945,0.493323,0.516111,0.444315,0,0,51.968662,0.588125,160.849161,145.334224,148.087469,55835,1.525534,0,0.535597,0.94797,0,1.522761,0,0.537863,0.45589,0,1.525039,0,0.538771,0.429729,0,1.523491,0,0.540418,0.455279,0,66.08784
24,0.848097,0.054304,0.050168,0.049234,0.037182,0.459914,0.448593,0.481532,0.346102,71.510817,66.137286,60.058337,40.002588,0.866897,0.620044,0.704199,0.82316,0,0,0,0,185.294211,19.660005,71.008689,47.178769,24144,16184,16120,30938,15151,11397,0,2904,0,2998,0,3655,0,905,4699,0,0,0,11724,5052,0.478761,0.491301,0.429536,0,0,48.18539,0.586409,157.00661,146.607127,141.991739,53979,1.525642,0,0.535659,0.651365,0,1.522818,0,0.533732,0.431884,0,1.525015,0,0.534184,0.463729,0,1.523413,0,0.535573,0.43186,0,59.69385
24,0.868463,0.058452,0.047145,0.03884,0.055505,0.416215,0.459445,0.355996,0.580077,77.388225,81.724222,40.421909,93.910987,0.873539,0.7757,0.584237,0.819327,0,0,0,0,129.147983,19.493119,49.541021,91.916652,22037,16290,11951,47476,13534,11357,0,5586,0,2948,0,5283,0,1380,3488,0,0,0,8650,9113,0.503601,0.526324,0.457073,0,0,48.112797,0.642166,151.37675,138.573913,133.351126,57444,1.525591,0,0.535548,0.628911,0,1.522778,0,0.537231,0.433686,0,1.525002,0,0.538983,0.437137,0,1.523317,0,0.536306,0.474352,0,70.333419
24,0.858604,0.051889,0.046171,0.048643,0.036934,0.50985,0.426993,0.461893,0.361382,97.991173,61.88866,62.634069,37.379299,0.889604,0.640862,0.688954,0.816127,0,0,0,0,409.150529,17.604293,76.920192,56.757573,24829,15439,15718,34772,16007,10799,0,3097,0,2857,0,3993,0,925,4573,0,0,0,11388,5329,0.474146,0.501493,0.432456,0,0,48.797151,0.581721,160.266866,145.048434,142.765085,54331,1.525545,0,0.533022,0.878347,0,1.522806,0,0.536742,0.43261,0,1.525019,0,0.537827,0.479698,0,1.523494,0,0.533498,0.443527,0,65.750437
24,0.857771,0.049675,0.048627,0.037659,0.053109,0.465176,0.455236,0.395093,0.456522,77.949433,64.429383,43.777515,51.100882,0.902386,0.728256,0.634146,0.806296,0,0,0,0,210.995389,18.758844,57.382803,83.867364,25668,16082,13369,42250,16074,11169,0,3194,0,2902,0,4842,0,1335,3893,0,0,0,9681,7388,0.492268,0.509015,0.441509,0,0,49.720848,0.609033,156.601227,145.536616,143.304656,55485,1.525604,0,0.531942,0.76532,0,1.5228,0,0.533793,0.428419,0,1.525045,0,0.533218,0.455288,0,1.523369,0,0.53559,0.459251,0,64.206338
24,0.849363,0.045426,0.046399,0.046742,0.041997,0.435405,0.527158,0.402575,0.364584,68.010756,74.763248,48.056601,41.281536,0.87469,0.662027,0.652307,0.776765,0,0,0,0,209.416012,23.799462,58.663512,51.656943,25484,18591,13303,33489,15046,12914,0,2037,0,3392,0,3736,0,1552,3888,0,0,0,9675,6645,0.481639,0.497759,0.434415,0,0,49.778211,0.573663,158.969826,145.560666,143.616102,54531,1.525621,0,0.532499,0.765965,0,1.522823,0,0.532197,0.425492,0,1.525133,0,0.536698,0.467637,0,1.523362,0,0.534141,0.432168,0,61.122702
24,0.840835,0.049748,0.047703,0.047832,0.037486,0.435993,0.409033,0.497098,0.339127,68.344265,50.56579,60.946139,31.345438,0.825449,0.614242,0.732492,0.813463,0,0,0,0,128.29032,17.518991,89.588294,43.802777,22665,14850,16759,32657,14238,10412,0,3432,0,2752,0,3815,0,968,4870,0,0,0,12109,4283,0.45912,0.489817,0.424132,0,0,46.723427,0.580704,158.698515,139.106743,138.849734,53304,1.52568,0,0.535964,0.604304,0,1.522875,0,0.534361,0.412996,0,1.525026,0,0.535321,0.476685,0,1.523458,0,0.536928,0.417326,0,55.484266
24,0.84056,0.038741,0.041451,0.04484,0.051504,0.380308,0.411651,0.431921,0.458666,55.932734,47.47616,58.55778,54.514415,0.815341,0.681951,0.66304,0.797295,0,0,0,0,108.902171,16.292598,77.475526,64.353026,21078,14745,14591,40028,12920,10320,0,5040,0,2717,0,4534,0,1143,4235,0,0,0,10546,5987,0.466922,0.486342,0.423815,0,0,45.529691,0.607465,152.559954,135.992616,132.244629,53247,1.525649,0,0.535835,0.632422,0,1.522916,0,0.534081,0.402901,0,1.525063,0,0.535039,0.483527,0,1.523418,0,0.536651,0.436104,0,56.039437
24,0.869893,0.047691,0.058396,0.039641,0.041739,0.470491,0.539575,0.387008,0.432255,82.184055,83.475808,62.37842,45.181409,0.912975,0.71546,0.650137,0.803677,0,0,0,0,299.532032,24.009528,72.723964,94.576689,27293,19329,12944,39744,15189,13345,0,3004,0,3511,0,4173,0,1698,3777,0,0,0,9413,7687,0.502155,0.525572,0.454049,0,0,51.242393,0.606074,162.844462,144.872424,144.7434,57019,1.525569,0,0.538419,0.855003,0,1.522786,0,0.535865,0.43369,0,1.524993,0,0.535059,0.516522,0,1.523309,0,0.536429,0.483744,0,74.107858
24,0.854436,0.04903,0.046694,0.051696,0.040324,0.486927,0.386869,0.496258,0.392515,83.756037,50.806139,79.202004,50.029438,0.873628,0.708232,0.695343,0.833407,0,0,0,0,219.809078,15.850388,112.630444,94.703058,24027,13831,15982,40988,16368,9681,0,2906,0,2522,0,4973,0,895,4640,0,0,0,11533,5573,0.480829,0.50348,0.438226,0,0,48.61899,0.596693,152.186521,143.110364,142.081751,55048,1.525528,0,0.536986,0.75968,0,1.522841,0,0.536687,0.417795,0,1.525054,0,0.537062,0.471721,0,1.523393,0,0.537359,0.51346,0,63.835244
24,0.853839,0.042891,0.054031,0.049417,0.045962,0.42939,0.457797,0.425097,0.448549,63.9984,64.754216,47.037994,58.890699,0.877164,0.729426,0.637605,0.811457,0,0,0,0,143.115753,21.294748,54.429364,70.043057,22865,16364,14377,41156,14440,11520,0,4256,0,2997,0,4770,0,919,4191,0,0,0,10455,6476,0.486443,0.510689,0.441441,0,0,47.844886,0.617908,155.096091,140.084669,137.192913,55469,1.525543,0,0.535743,0.661523,0,1.522875,0,0.534241,0.430367,0,1.52507,0,0.53435,0.426055,0,1.523335,0,0.535706,0.447333,0,64.583041
24,0.850838,0.042395,0.053776,0.05025,0.041311,0.368593,0.482149,0.49274,0.397091,45.098559,88.40943,57.62475,46.284691,0.841959,0.673229,0.729695,0.823653,0,0,0,0,100.397405,20.958372,88.715942,69.947395,20880,17600,16609,39120,12557,12364,0,4852,0,3223,0,3998,0,1007,4824,0,0,0,12020,4664,0.483805,0.502549,0.433657,0,0,47.262257,0.615729,155.062472,137.937675,135.772788,54514,1.525649,0,0.53588,0.591268,0,1.522755,0,0.537144,0.450399,0,1.525106,0,0.535033,0.483204,0,1.523336,0,0.535851,0.442534,0,61.96785
24,0.865081,0.06002,0.047409,0.046608,0.039465,0.51557,0.435736,0.476256,0.38691,80.649869,65.453949,63.628227,47.07199,0.919562,0.731587,0.697502,0.830011,0,0,0,0,407.695402,19.32843,108.246517,127.881559,26829,15837,15959,39660,17165,11039,0,2401,0,2896,0,4881,0,899,4653,0,0,0,11548,5467,0.496977,0.514949,0.448066,0,0,51.046577,0.595759,163.176179,147.297997,144.680569,56275,1.525566,0,0.535626,0.928043,0,1.522804,0,0.536208,0.439538,0,1.525012,0,0.535303,0.534632,0,1.523359,0,0.535047,0.588314,0,71.221694
24,0.860412,0.033315,0.053265,0.047762,0.04957,0.40939,0.454498,0.416236,0.504838,88.218356,69.011923,47.618876,74.66968,0.865903,0.751451,0.653594,0.833165,0,0,0,0,193.200119,19.112234,53.221076,90.277103,22887,16458,14188,46967,13793,11479,0,4790,0,2987,0,5002,0,1199,4128,0,0,0,10253,7297,0.493914,0.516232,0.443714,0,0,47.697832,0.625166,151.300849,138.530281,134.898153,55772,1.525558,0,0.53183,0.79043,0,1.522747,0,0.535838,0.419306,0,1.525084,0,0.535953,0.435243,0,1.523367,0,0.535988,0.47541,0,67.814545
24,0.84384,0.04499,0.040313,0.050389,0.045966,0.3906,0.396053,0.485584,0.4365,66.464332,49.319345,53.336449,46.51461,0.823911,0.695558,0.691373,0.838041,0,0,0,0,97.284554,15.235326,62.110641,58.145554,19644,14296,16079,39343,13432,10116,0,4819,0,2641,0,4739,0,774,4689,0,0,0,11649,5531,0.47307,0.496311,0.428652,0,0,45.580037,0.614095,148.614369,132.969839,131.31066,53857,1.525643,0,0.53919,0.601423,0,1.522774,0,0.534166,0.393134,0,1.52511,0,0.539082,0.434847,0,1.523438,0,0.533328,0.418545,0,56.932346
24,0.849803,0.040647,0.052392,0.044704,0.042093,0.354886,0.472457,0.462887,0.440765,51.267938,84.45237,51.972969,69.034386,0.839748,0.670891,0.689391,0.810787,0,0,0,0,128.546212,21.779396,76.72587,61.654398,22309,17097,15546,36982,12265,11973,0,5542,0,3128,0,4060,0,1005,4524,0,0,0,11256,5372,0.481123,0.499439,0.43471,0,0,47.012131,0.612283,149.246557,140.583501,133.600844,54633,1.525638,0,0.536093,0.672667,0,1.522802,0,0.536476,0.457198,0,1.525128,0,0.538521,0.465814,0,1.52338,0,0.533747,0.458895,0,60.82728
24,0.864931,0.057206,0.045816,0.039561,0.047725,0.478559,0.399464,0.477457,0.448699,95.529889,50.607605,76.908965,57.152341,0.89465,0.733903,0.693261,0.85906,0,0,0,0,201.905256,15.389759,114.840112,88.906805,25300,14664,16034,44213,15978,10227,0,3849,0,2673,0,5101,0,903,4618,0,0,0,11544,6209,0.501298,0.517278,0.453121,0,0,49.413819,0.613043,161.949247,144.291591,139.015734,56942,1.525615,0,0.534659,0.749694,0,1.522777,0,0.536346,0.399888,0,1.524986,0,0.535758,0.562404,0,1.52332,0,0.532851,0.487054,0,69.851392
24,0.842552,0.039713,0.051989,0.044946,0.051322,0.394155,0.447913,0.422247,0.429558,54.723265,53.149196,39.637399,45.231721,0.848108,0.653927,0.648813,0.766909,0,0,0,0,123.4237,19.478336,59.330976,51.543678,22034,16147,14047,37963,13462,11272,0,4733,0,2971,0,4023,0,1184,4101,0,0,0,10178,5713,0.471039,0.48581,0.422766,0,0,45.774582,0.613745,150.404977,138.556887,138.216739,53075,1.525595,0,0.537291,0.612161,0,1.522881,0,0.539173,0.407879,0,1.525076,0,0.536922,0.424855,0,1.523411,0,0.536569,0.408785,0,57.954237
24,0.849395,0.045237,0.056988,0.042438,0.038944,0.441498,0.480878,0.450382,0.357601,64.279087,67.990987,47.941144,35.04974,0.882412,0.635174,0.678467,0.792928,0,0,0,0,164.005075,21.193936,63.288757,55.629208,25973,17138,14774,33926,15164,11937,0,3039,0,3139,0,3685,0,1212,4307,0,0,0,10729,5629,0.47936,0.498904,0.432641,0,0,48.970239,0.587764,157.624131,143.57711,145.347236,54367,1.525636,0,0.537933,0.684079,0,1.522822,0,0.537429,0.432765,0,1.525002,0,0.537805,0.438765,0,1.523461,0,0.537405,0.441288,0,60.553812
24,0.852732,0.040736,0.051424,0.04139,0.048171,0.40636,0.497264,0.463219,0.382933,59.996954,71.736539,63.776289,41.380682,0.862602,0.66434,0.695745,0.811021,0,0,0,0,169.644845,21.623764,66.150518,60.211893,24292,17536,15510,36753,13830,12266,0,3908,0,3209,0,3920,0,1119,4496,0,0,0,11236,5408,0.488274,0.505061,0.437925,0,0,48.930045,0.603972,150.706635,143.612672,138.485135,55027,1.52564,0,0.539286,0.712581,0,1.522764,0,0.536217,0.410255,0,1.525016,0,0.537969,0.46652,0,1.523443,0,0.536789,0.440992,0,62.926608
24,0.844221,0.043196,0.035236,0.04783,0.049043,0.392022,0.351992,0.430919,0.541856,56.219473,44.00994,55.550678,73.691927,0.831672,0.673196,0.642023,0.829873,0,0,0,0,90.168827,13.641165,75.066557,63.119584,20417,12713,14484,40514,13211,8878,0,6548,0,2352,0,4767,0,938,4212,0,0,0,10433,6969,0.474237,0.494739,0.42913,0,0,44.085001,0.625282,147.622717,132.450146,132.010246,53923,1.525666,0,0.534928,0.557347,0,1.522918,0,0.534979,0.41283,0,1.524985,0,0.534131,0.471426,0,1.523404,0,0.535996,0.425401,0,58.982564
24,0.840184,0.050021,0.034986,0.050292,0.045567,0.470526,0.319635,0.460962,0.439847,86.484334,32.698068,55.723304,51.633008,0.861515,0.66684,0.658127,0.823346,0,0,0,0,132.001805,11.8128,83.761394,64.817794,22234,11574,15322,39292,15974,8089,0,4399,0,2157,0,4875,0,721,4473,0,0,0,11089,5915,0.469733,0.482131,0.42207,0,0,45.630055,0.596239,156.629712,136.353764,137.70742,53012,1.525655,0,0.537225,0.622834,0,1.522911,0,0.536618,0.390854,0,1.52505,0,0.537246,0.485905,0,1.523428,0,0.54003,0.442688,0,55.641497
24,0.85739,0.051769,0.056355,0.039487,0.047219,0.451602,0.45826,0.424981,0.437576,94.946222,67.200325,42.404703,47.938909,0.874649,0.721282,0.64713,0.818099,0,0,0,0,199.579752,20.39092,47.601781,83.875738,23745,16544,14198,41390,15005,11623,0,3234,0,3023,0,4663,0,1071,4162,0,0,0,10329,6813,0.478946,0.512432,0.438372,0,0,48.011271,0.615563,157.693321,141.84547,138.120899,55097,1.525571,0,0.53296,0.705022,0,1.522807,0,0.537673,0.426218,0,1.525128,0,0.535027,0.423133,0,1.523316,0,0.53707,0.458504,0,65.619264
24,0.844734,0.054046,0.051295,0.039717,0.047346,0.465598,0.46399,0.368921,0.415956,86.628774,55.295286,37.149436,46.326371,0.890648,0.657463,0.591941,0.767054,0,0,0,0,370.937445,17.831044,40.660862,79.926412,25484,16435,12194,38229,15812,11419,0,2882,0,3004,0,4031,0,1343,3572,0,0,0,8895,7459,0.476363,0.493789,0.428485,0,0,48.626943,0.586343,152.376802,146.542345,143.046766,53798,1.525591,0,0.535706,1.039825,0,1.522851,0,0.536412,0.402847,0,1.52505,0,0.535281,0.431891,0,1.523453,0,0.534948,0.468555,0,58.705245
24,0.859631,0.039368,0.05023,0.051013,0.054467,0.406018,0.429564,0.553396,0.393898,59.529954,70.161604,79.27005,42.402473,0.867241,0.708687,0.779454,0.871128,0,0,0,0,134.453018,18.638122,118.174611,81.69489,23160,15726,18710,41295,14035,11034,0,4884,0,2862,0,4678,0,658,5426,0,0,0,13524,3839,0.493666,0.515147,0.446421,0,0,48.611906,0.627076,150.942631,140.768954,137.91876,56112,1.525548,0,0.535735,0.646858,0,1.522833,0,0.534959,0.429836,0,1.524979,0,0.539237,0.518026,0,1.523439,0,0.537977,0.464518,0,67.287515
24,0.858565,0.039536,0.043685,0.044416,0.058224,0.406086,0.451753,0.486527,0.427681,62.966571,61.725472,76.387868,51.669551,0.842838,0.707459,0.686813,0.838515,0,0,0,0,177.749075,18.143615,92.371989,87.176232,22161,16275,15672,41299,13624,11493,0,4085,0,2996,0,4547,0,929,4554,0,0,0,11335,5972,0.484637,0.51011,0.442826,0,0,48.217926,0.622257,149.908272,137.575336,134.266898,55590,1.525557,0,0.536013,0.738645,0,1.522806,0,0.53647,0.417586,0,1.525103,0,0.537481,0.43915,0,1.52334,0,0.533695,0.479314,0,65.578586
24,0.853139,0.035433,0.046674,0.058059,0.043314,0.371461,0.472603,0.424708,0.471831,46.807236,68.541532,40.972803,50.127967,0.832576,0.68059,0.666927,0.806827,0,0,0,0,89.963897,19.393635,55.107816,58.518493,20525,16911,14307,40160,12399,11881,0,5129,0,3101,0,4180,0,1262,4186,0,0,0,10380,6456,0.478592,0.499941,0.434759,0,0,45.629251,0.628664,149.922768,134.614968,133.520131,54594,1.525675,0,0.538223,0.520485,0,1.522782,0,0.538039,0.410353,0,1.52511,0,0.53867,0.422177,0,1.523373,0,0.538223,0.397075,0,61.986537
24,0.868063,0.054391,0.047753,0.047069,0.038049,0.473537,0.454531,0.452402,0.435111,77.430724,64.407531,52.374984,48.531658,0.895949,0.742104,0.67891,0.833294,0,0,0,0,313.207768,19.012365,57.685746,89.028511,25212,16335,15335,41112,15198,11418,0,3998,0,2989,0,4905,0,974,4465,0,0,0,11117,6135,0.49344,0.518746,0.446763,0,0,49.369181,0.622874,150.289998,142.271772,139.869406,56084,1.52558,0,0.534288,0.769987,0,1.522804,0,0.535928,0.430058,0,1.525004,0,0.533298,0.419562,0,1.523335,0,0.534714,0.466266,0,69.954836
24,0.850386,0.048057,0.051793,0.05,0.042795,0.470641,0.459843,0.446913,0.358542,103.727392,73.33605,52.166587,32.022322,0.872143,0.677927,0.678324,0.813982,0,0,0,0,339.308213,21.166057,60.849806,72.890971,25633,16393,14643,37847,16136,11446,0,1628,0,2971,0,4269,0,1284,4257,0,0,0,10599,6338,0.484339,0.496279,0.430908,0,0,49.659074,0.577575,152.95652,144.776711,144.472522,54123,1.525554,0,0.535658,0.993916,0,1.522809,0,0.535528,0.441422,0,1.525104,0,0.534387,0.447801,0,1.523403,0,0.536387,0.444132,0,61.346747
24,0.858106,0.042062,0.051482,0.05402,0.042782,0.434995,0.446021,0.466625,0.426768,80.637434,76.473559,71.038007,63.17374,0.8788,0.728511,0.701737,0.828717,0,0,0,0,249.863166,18.118719,91.975386,109.011024,23783,16342,15915,40420,14669,11416,0,4084,0,2977,0,4776,0,1019,4606,0,0,0,11497,5501,0.497532,0.511295,0.445166,0,0,49.322511,0.609509,156.122687,141.557406,138.595469,55901,1.525558,0,0.536375,0.869368,0,1.522771,0,0.536891,0.429028,0,1.525092,0,0.536691,0.526157,0,1.523386,0,0.539048,0.543006,0,66.673334
24,0.856141,0.052587,0.049643,0.040201,0.047069,0.488744,0.481636,0.376154,0.402846,123.324896,68.796917,41.167424,44.689549,0.874434,0.67682,0.601441,0.784348,0,0,0,0,254.393862,20.205122,48.61606,73.962247,24660,17208,12676,38028,15445,12067,0,2189,0,3140,0,4109,0,1249,3704,0,0,0,9224,7450,0.484275,0.497153,0.44091,0,0,49.001116,0.582254,166.506559,149.643197,141.656166,55394,1.525536,0,0.535414,0.801633,0,1.522821,0,0.534488,0.418348,0,1.52513,0,0.534189,0.446882,0,1.523381,0,0.53682,0.465054,0,64.802916
